development_event_id,feature_scope,online_feature_contract,side,ego_d_m,ego_speed_mps,obstacle_start_distance_m,available_entry_distance_m,obstacle_longitudinal_span_m,inflated_obstacle_d_right_m,inflated_obstacle_d_left_m,chosen_side_free_lower_m,chosen_side_free_upper_m,chosen_side_free_width_m,corridor_bottleneck_lower_m,corridor_bottleneck_upper_m,corridor_bottleneck_width_m,corridor_bottleneck_center_m,corridor_bottleneck_station_m,available_merge_exit_distance_m,available_merge_exit_status,reference_curvature_entry_radpm,reference_curvature_obstacle_radpm,reference_curvature_exit_radpm,maximum_abs_reference_curvature_radpm,curvature_sign_change,curvature_pattern,track_width_variation_m,corridor_component_count,corridor_components_json,success_control_selection_hash
DVE011,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,0.06940892621532278,0.0,0.22988341335329499,0.22988341335329499,0.33300365642671115,-0.7905843957442487,0.3284559552364552,-0.150057558486973,0.9600000000000002,1.1100575584869732,0.3284559552364552,0.9725000000000001,0.6440440447635449,0.6504779776182277,0.23844529797146086,1.4391623376645,TO_NEXT_VISIBLE_OBSTACLE,0.6636512270917774,0.605537730392042,0.29185193577797297,0.6636512270917774,False,POSITIVE,0.3125,1,"[[0.3284559552364552, 0.9600000000000002]]",
DVE012,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.3014258724217154,0.0,0.1553537068747124,0.1553537068747124,0.01771081498477045,-0.4058738239266747,0.07022847433411991,-1.1350000000000002,-0.4058738239266747,0.7291261760733255,-1.1350000000000002,-0.4058738239266747,0.7291261760733255,-0.7704369119633374,0.16420911436709762,14.826935478140516,CENSORED_AT_15M_LOOKAHEAD,0.24645390860160377,0.24645390860160377,0.020857517016226755,0.30429655648995757,True,SIGN_CHANGE,1.4374999999999998,1,"[[-1.1350000000000002, -0.4058738239266747]]",
DVE013,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.012465254150380162,0.0,-0.05411827037100991,0.0,0.8807935163893816,-0.6629183794513199,0.5594090775956639,-0.735,-0.6629183794513199,0.07208162054868006,-0.71,-0.6629183794513199,0.04708162054868004,-0.68645918972566,0.0,14.173324753981628,CENSORED_AT_15M_LOOKAHEAD,7.692898338592898e-16,3.736550621602234e-15,-0.5488608171080879,0.6410749943005153,True,SIGN_CHANGE,1.2500000000000004,1,"[[-0.71, -0.6629183794513199]]",
DVE013,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,-0.012465254150380162,0.0,-0.05411827037100991,0.0,0.8807935163893816,-0.6629183794513199,0.5594090775956639,0.5594090775956639,0.785,0.2255909224043361,0.5594090775956639,0.785,0.2255909224043361,0.6722045387978319,0.0,14.173324753981628,CENSORED_AT_15M_LOOKAHEAD,7.692898338592898e-16,3.736550621602234e-15,-0.5488608171080879,0.6410749943005153,True,SIGN_CHANGE,1.2500000000000004,1,"[[0.5594090775956639, 0.76]]",
DVE014,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.2613767724649473,0.0,0.1606350427604024,0.1606350427604024,0.014846034055501889,-0.37068151566060736,0.09904887626573342,-0.8975000000000001,-0.37068151566060736,0.5268184843393927,-0.8975000000000001,-0.37068151566060736,0.5268184843393927,-0.6340907578303037,0.16805805978815336,14.824518923184096,CENSORED_AT_15M_LOOKAHEAD,0.30429655648995757,0.30429655648995757,0.4676233478445506,0.47927416490779295,True,SIGN_CHANGE,1.4374999999999998,1,"[[-0.8975000000000001, -0.37068151566060736]]",
DVE015,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.3662871642814325,0.0,0.03529692875138801,0.03529692875138801,0.18485433620395808,-0.33559383557115957,0.1986560828478513,-0.735,-0.33559383557115957,0.3994061644288404,-0.735,-0.33559383557115957,0.3994061644288404,-0.5352969177855798,0.12772409685336705,14.779848735044654,CENSORED_AT_15M_LOOKAHEAD,0.5306596273496218,0.5306596273496218,-1.538579667718563e-15,0.5306596273496218,True,SIGN_CHANGE,1.4374999999999998,1,"[[-0.735, -0.33559383557115957]]",
DVE016,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,-0.9669925159671624,0.0,1.2223090833179313,1.2223090833179313,0.17794635250042035,-0.6328182534975427,0.07497553925396616,0.07497553925396616,1.0725000000000002,0.9975244607460341,0.07497553925396616,1.0725000000000002,0.9975244607460341,0.5737377696269832,1.3112822595681415,13.599744564181648,CENSORED_AT_15M_LOOKAHEAD,0.4064701055805214,0.4142614494128863,-0.20062585815390518,0.694169267872928,True,SIGN_CHANGE,1.3125000000000004,1,"[[0.07497553925396616, 1.0725000000000002]]",
DVE017,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.48180131324627,0.0,0.18394857307891854,0.18394857307891854,0.18485433620395808,-0.33559383557115957,0.1986560828478513,-0.735,-0.33559383557115957,0.3994061644288404,-0.735,-0.33559383557115957,0.3994061644288404,-0.5352969177855798,0.2763757411808976,14.631197090717123,CENSORED_AT_15M_LOOKAHEAD,0.5306596273496218,0.5306596273496218,-1.538579667718563e-15,0.5306596273496218,True,SIGN_CHANGE,1.4124999999999996,1,"[[-0.735, -0.33559383557115957]]",
DVE018,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.284914874967086,0.0,0.15382019938524572,0.15382019938524572,0.02258385553616371,-0.393252662812106,0.09359476339552622,-1.1350000000000002,-0.393252662812106,0.7417473371878942,-1.1350000000000002,-0.393252662812106,0.7417473371878942,-0.7641263314060531,0.16511212715332757,14.82359594507859,CENSORED_AT_15M_LOOKAHEAD,0.24645390860160377,0.24645390860160377,0.020857517016226755,0.30429655648995757,True,SIGN_CHANGE,1.4374999999999998,1,"[[-1.1350000000000002, -0.393252662812106]]",
DVE019,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.7136206839870988,3.5784287547469145,0.9242968665130817,0.9242968665130817,0.2321814437226699,-0.6366515960958754,0.11192706502204969,-1.0350000000000001,-0.6366515960958754,0.39834840390412474,-1.0350000000000001,-0.6366515960958754,0.39834840390412474,-0.8358257980479378,0.9826821331904823,13.843521689764248,CENSORED_AT_15M_LOOKAHEAD,0.2397435014231303,0.2397435014231303,0.035935254690761316,0.30429655648995757,True,SIGN_CHANGE,1.4374999999999998,1,"[[-0.9850000000000001, -0.6366515960958754]]",
DVE019,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,-0.7136206839870988,3.5784287547469145,0.9242968665130817,0.9242968665130817,0.2321814437226699,-0.6366515960958754,0.11192706502204969,0.11192706502204969,0.7725,0.6605729349779503,0.11192706502204969,0.7725,0.6605729349779503,0.4422135325110248,0.9826821331904823,13.843521689764248,CENSORED_AT_15M_LOOKAHEAD,0.2397435014231303,0.2397435014231303,0.035935254690761316,0.30429655648995757,True,SIGN_CHANGE,1.4374999999999998,1,"[[0.11192706502204969, 0.7725]]",
DVE020,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.6895766687041971,0.0,0.4278088916760332,0.4278088916760332,0.20523292539920845,-0.4990264203454232,0.1302218811117844,-0.6975,-0.4990264203454232,0.1984735796545768,-0.6975,-0.4990264203454232,0.1984735796545768,-0.5982632101727117,0.5106477302131935,14.366958182924758,CENSORED_AT_15M_LOOKAHEAD,-1.538579667718563e-15,-1.538579667718563e-15,-0.6116141892043032,0.6410749943005153,True,SIGN_CHANGE,1.2500000000000004,1,"[[-0.6975, -0.4990264203454232]]",
DVE021,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,0.2503914123411305,0.0,0.2121586822232686,0.2121586822232686,0.06876726795949395,-0.11937724035888801,0.4581786423655439,0.4581786423655439,0.86,0.4018213576344561,0.4581786423655439,0.86,0.4018213576344561,0.659089321182772,0.21329925326871546,14.719074049817237,CENSORED_AT_15M_LOOKAHEAD,0.020857517016226755,0.020857517016226755,0.6381858000382264,0.6730946095956967,True,SIGN_CHANGE,1.3125000000000004,1,"[[0.4581786423655439, 0.86]]",
DVE022,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,0.03190756548771647,0.04957943274909116,0.4851036448111117,0.4851036448111117,0.2239179757076002,-0.5575054042659014,0.09198972197382324,0.09198972197382324,0.785,0.6930102780261768,0.09198972197382324,0.785,0.6930102780261768,0.43849486098691165,0.5306991850005787,14.290978379481288,CENSORED_AT_15M_LOOKAHEAD,-4.1761448123789126e-15,-4.1761448123789126e-15,-0.45005781663483174,0.6410749943005153,True,SIGN_CHANGE,1.2500000000000004,1,"[[0.09198972197382324, 0.785]]",
DVE023,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,0.7328996045142494,0.7145730984090704,0.17192010773635147,0.17192010773635147,0.18202681556554268,-0.13102482578870456,0.5332789257404695,0.5332789257404695,0.6475,0.11422107425953043,0.5332789257404695,0.6475,0.11422107425953043,0.5903894628702347,0.2629335155191228,1.0019090447948535,TO_NEXT_VISIBLE_OBSTACLE,-0.05429705466428342,-0.05429705466428342,-0.45889352187350607,0.4024909237059969,False,NEGATIVE,0.03750000000000009,1,"[[0.5332789257404695, 0.5725]]",
DVE024,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.3991337981715181,0.04239411349799556,0.11156395519701379,0.11156395519701379,0.01997398176933718,-0.45966705945396313,0.004295284534235305,-0.66,-0.45966705945396313,0.2003329405460369,-0.66,-0.45966705945396313,0.2003329405460369,-0.5598335297269816,0.12155094608168238,0.9891007272198014,TO_NEXT_VISIBLE_OBSTACLE,0.605537730392042,0.605537730392042,0.33652535260741784,0.5306596273496218,False,POSITIVE,0.25,1,"[[-0.66, -0.45966705945396313]]",
DVE025,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,-0.3372931061411462,1.2460369489347636,0.5825833033271337,0.5825833033271337,0.1497263242094462,-0.4697363941030615,0.2396651784717656,0.2396651784717656,1.0975000000000001,0.8578348215282345,0.2396651784717656,1.0975000000000001,0.8578348215282345,0.6685825892358829,0.6574464654318568,14.26769037246342,CENSORED_AT_15M_LOOKAHEAD,0.42448542964481484,0.42448542964481484,-0.3719161941511308,0.694169267872928,True,SIGN_CHANGE,1.3125000000000004,1,"[[0.2396651784717656, 1.0975000000000001]]",
DVE026,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,0.023883519789027467,0.0,0.22214811717673277,0.22214811717673277,0.2278795505265676,-0.5556682137916645,0.31054882697326147,0.31054882697326147,0.9725000000000001,0.6619511730267387,0.31054882697326147,0.9725000000000001,0.6619511730267387,0.6415244134866308,0.23152007911644934,14.549972332296699,CENSORED_AT_15M_LOOKAHEAD,0.6636512270917774,0.6636512270917774,-6.593912861650967e-16,0.6636512270917774,True,SIGN_CHANGE,1.4124999999999996,1,"[[0.31054882697326147, 0.9600000000000002]]",
DVE027,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.8157377632142487,0.0,1.9985861928670996,1.9985861928670996,0.0451493849576039,-0.5254286119081919,0.028918166604996465,-0.7725,-0.5254286119081919,0.24707138809180806,-0.7725,-0.5254286119081919,0.24707138809180806,-0.6489643059540959,2.0159372079231925,12.956264422175297,CENSORED_AT_15M_LOOKAHEAD,1.0989854769418105e-15,1.0989854769418105e-15,0.526407300065448,0.5405063486233281,True,SIGN_CHANGE,1.4374999999999998,1,"[[-0.7725, -0.5254286119081919]]",
DVE027,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,-0.8157377632142487,0.0,1.9985861928670996,1.9985861928670996,0.0451493849576039,-0.5254286119081919,0.028918166604996465,0.028918166604996465,1.4975,1.4685818333950036,0.028918166604996465,1.4975,1.4685818333950036,0.7632090833024983,2.0159372079231925,12.956264422175297,CENSORED_AT_15M_LOOKAHEAD,1.0989854769418105e-15,1.0989854769418105e-15,0.526407300065448,0.5405063486233281,True,SIGN_CHANGE,1.4374999999999998,1,"[[0.028918166604996465, 1.4975]]",
DVE028,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,0.20206882654792688,0.0,0.20508367114303283,0.20508367114303283,0.06272180826967855,-0.19628117930148958,0.39739048841144065,0.39739048841144065,0.8975000000000001,0.5001095115885594,0.39739048841144065,0.8975000000000001,0.5001095115885594,0.6474452442057204,0.2364445752778721,14.732194520587289,CENSORED_AT_15M_LOOKAHEAD,0.23727458169239227,0.23727458169239227,0.690849974515209,0.6730946095956967,True,SIGN_CHANGE,1.3125000000000004,1,"[[0.39739048841144065, 0.8975000000000001]]",
DVE029,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.2417432269895621,0.0,0.22371635112229882,0.22371635112229882,0.024104005176695864,-0.40695853087089273,0.08282592650893814,-0.585,-0.40695853087089273,0.17804146912910723,-0.585,-0.40695853087089273,0.17804146912910723,-0.49597926543544635,0.23576835371064675,14.752179643701005,CENSORED_AT_15M_LOOKAHEAD,-0.26122816555404177,-0.26122816555404177,1.7583767631069107e-15,0.6926792346629709,True,SIGN_CHANGE,0.9750000000000001,1,"[[-0.585, -0.40695853087089273]]",
DVE030,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,-0.008292162020816451,0.0,0.21110821307818217,0.21110821307818217,0.3782188521658767,-0.9035247054478109,0.27328719588206707,-0.1832523472702633,0.9725000000000001,1.1557523472702633,0.27328719588206707,0.9850000000000001,0.711712804117933,0.6291435979410336,0.21787376153619487,3.8111386555760456,TO_NEXT_VISIBLE_OBSTACLE,0.6926792346629709,0.6636512270917774,0.2397435014231303,0.6636512270917774,False,POSITIVE,0.6500000000000004,1,"[[0.27328719588206707, 0.9600000000000002]]",
DVE031,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.27695116317693014,0.0,0.15668647763429,0.15668647763429,0.02336336869877087,-0.3876991809397833,0.09821774101124772,-1.1350000000000002,-0.3876991809397833,0.747300819060217,-1.1350000000000002,-0.3876991809397833,0.747300819060217,-0.7613495904698917,0.16836816198367544,14.81995015366694,CENSORED_AT_15M_LOOKAHEAD,0.24645390860160377,0.24645390860160377,0.020857517016226755,0.30429655648995757,True,SIGN_CHANGE,1.4374999999999998,1,"[[-1.1350000000000002, -0.3876991809397833]]",
DVE032,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,0.20151923796426296,0.0,0.2426640495651493,0.2426640495651493,0.36997784371022924,-0.6824150099138833,0.482473732234475,0.0033636749526890775,0.9600000000000002,0.9566363250473111,0.482473732234475,0.9725000000000001,0.49002626776552516,0.7274868661172376,0.25220363101625765,2.4497569739896288,TO_NEXT_VISIBLE_OBSTACLE,0.6636512270917774,0.605537730392042,0.25816524610154745,0.6636512270917774,False,POSITIVE,0.3624999999999998,1,"[[0.482473732234475, 0.9600000000000002]]",
DVE033,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,0.19086513023440893,0.0,0.23962473438765275,0.23962473438765275,0.2083395450671417,-0.3967704986800383,0.4756921859053121,0.4756921859053121,0.9725000000000001,0.49680781409468805,0.4756921859053121,0.9725000000000001,0.49680781409468805,0.7240960929526561,0.25967985323998644,2.6009542955416176,TO_NEXT_VISIBLE_OBSTACLE,0.6636512270917774,0.6636512270917774,0.25816524610154745,0.6636512270917774,False,POSITIVE,0.3624999999999998,1,"[[0.4756921859053121, 0.9600000000000002]]",
DVE034,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.02845353887425944,0.0,0.10956109548977011,0.10956109548977011,0.8130930435311114,-0.6221953008839884,0.9188774581532704,-0.735,-0.6221953008839884,0.11280469911601154,-0.71,-0.6221953008839884,0.08780469911601152,-0.6660976504419942,0.7638442882648739,14.077345860979118,CENSORED_AT_15M_LOOKAHEAD,7.692898338592898e-16,-4.1761448123789126e-15,-0.45005781663483174,0.6410749943005153,True,SIGN_CHANGE,1.2500000000000004,1,"[[-0.71, -0.6221953008839884]]",
DVE035,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,-0.13085719454182937,0.0,0.015809795301517937,0.015809795301517937,0.6338833280442984,-0.7482563976394572,0.38161069420339233,0.38161069420339233,0.785,0.4033893057966077,0.38161069420339233,0.785,0.4033893057966077,0.5833053471016962,0.17895303720469968,14.350306876654184,CENSORED_AT_15M_LOOKAHEAD,7.692898338592898e-16,-4.1761448123789126e-15,-0.45005781663483174,0.6410749943005153,True,SIGN_CHANGE,1.2500000000000004,1,"[[0.38161069420339233, 0.785]]",
DVE036,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.027174803773587428,0.18178430886035626,0.21136489783489054,0.21136489783489054,0.006043533526792544,-0.19458925552305367,0.2736324204897088,-1.0350000000000001,-0.19458925552305367,0.8404107444769464,-1.0350000000000001,-0.19458925552305367,0.8404107444769464,-0.6147946277615269,0.2143866645982868,14.782591568638317,CENSORED_AT_15M_LOOKAHEAD,0.6730946095956967,0.6730946095956967,0.3189245808619979,0.694169267872928,True,SIGN_CHANGE,0.8624999999999998,1,"[[-1.0350000000000001, -0.19458925552305367]]",
DVE037,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,0.6655301070989192,0.0,0.9047602751418928,0.9047602751418928,0.43108409747922494,-0.5167417354954325,0.2544249849817284,0.2544249849817284,0.8224999999999999,0.5680750150182715,0.2544249849817284,0.8224999999999999,0.5680750150182715,0.5384624924908641,1.1123253520399428,13.664155627378882,CENSORED_AT_15M_LOOKAHEAD,0.3815893470970062,0.33652535260741784,1.538579667718559e-15,0.33652535260741784,True,SIGN_CHANGE,1.4124999999999996,1,"[[0.2544249849817284, 0.8224999999999999]]",
DVE038,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-0.6678188238445597,0.21940299579622805,0.5339669472764044,0.5339669472764044,0.19662852828758304,-0.4744513939744379,0.19616567566948911,-0.7225,-0.4744513939744379,0.2480486060255621,-0.7225,-0.4744513939744379,0.2480486060255621,-0.5984756969872189,0.5729047683254187,3.486163140357327,TO_NEXT_VISIBLE_OBSTACLE,1.538579667718559e-15,1.538579667718559e-15,0.23727458169239227,0.23670338713013944,False,NEGATIVE,0.08750000000000013,1,"[[-0.6975, -0.4744513939744379]]",
DVE039,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,RIGHT,-1.0634893075228096,0.0,5.666870390290168,5.666870390290168,0.11180145956706511,-0.4368537982807025,0.28893162081239143,-0.8224999999999999,-0.4368537982807025,0.3856462017192974,-0.8224999999999999,-0.4368537982807025,0.3856462017192974,-0.6296768991403512,5.684739836872916,9.221328150142767,CENSORED_AT_15M_LOOKAHEAD,9.89086929247632e-16,9.89086929247632e-16,0.035935254690761316,0.03834179072205703,False,NEAR_ZERO,1.4374999999999998,1,"[[-0.8224999999999999, -0.4368537982807025]]",
DVE039,EVENT_SIDE,PRE_PLANNING_ONLY_NO_VALIDATOR_OR_ORACLE_OUTCOME,LEFT,-1.0634893075228096,0.0,5.666870390290168,5.666870390290168,0.11180145956706511,-0.4368537982807025,0.28893162081239143,0.28893162081239143,0.9474999999999999,0.6585683791876085,0.28893162081239143,0.9474999999999999,0.6585683791876085,0.6182158104061957,5.684739836872916,9.221328150142767,CENSORED_AT_15M_LOOKAHEAD,9.89086929247632e-16,9.89086929247632e-16,0.035935254690761316,0.03834179072205703,False,NEAR_ZERO,1.4374999999999998,1,"[[0.28893162081239143, 0.9474999999999999]]",
