dataset_role,event_id,strict_side_context_count,lateral_factor_evaluations,pair_priority_evaluations_per_hypothesis,transition_factor_count,geometry_json
VALIDATION_SEEN_AFTER_V1,VUE026,2,1042,6245,6,"[{""bottleneck_center"": -0.5531925804654132, ""bottleneck_station"": 0.14468749614048326, ""bottleneck_width"": 0.3136148390691736, ""component_count"": 1, ""components"": [[-0.71, -0.3963851609308264]], ""domain_lower"": -0.71, ""domain_upper"": -0.3963851609308264, ""lateral_factor_count"": 590, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.531397426066724, ""bottleneck_station"": 0.14468749614048326, ""bottleneck_width"": 0.9072051478665523, ""component_count"": 1, ""components"": [[0.15, 0.9850000000000001]], ""domain_lower"": 0.15, ""domain_upper"": 0.9850000000000001, ""lateral_factor_count"": 452, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE027,2,1220,35350,29,"[{""bottleneck_center"": -0.5230847314362514, ""bottleneck_station"": 0.1424965185122371, ""bottleneck_width"": 0.37383053712749714, ""component_count"": 1, ""components"": [[-0.71, -0.3361694628725028]], ""domain_lower"": -0.71, ""domain_upper"": -0.3361694628725028, ""lateral_factor_count"": 768, ""next_obstacle_start"": 6.650902398023823, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.562484276351163, ""bottleneck_station"": 0.1424965185122371, ""bottleneck_width"": 0.845031447297674, ""component_count"": 1, ""components"": [[0.15, 0.9850000000000001]], ""domain_lower"": 0.15, ""domain_upper"": 0.9850000000000001, ""lateral_factor_count"": 452, ""next_obstacle_start"": 6.650902398023823, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE028,2,1360,10871,8,"[{""bottleneck_center"": -0.42776486325970003, ""bottleneck_station"": 0.1704544727613082, ""bottleneck_width"": 0.43947027348059986, ""component_count"": 1, ""components"": [[-0.6475, -0.20802972651940008]], ""domain_lower"": -0.6475, ""domain_upper"": -0.20802972651940008, ""lateral_factor_count"": 935, ""next_obstacle_start"": 5.092451095424309, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.6171453061852339, ""bottleneck_station"": 0.1704544727613082, ""bottleneck_width"": 0.7107093876295325, ""component_count"": 1, ""components"": [[0.2617906123704677, 0.9725000000000001]], ""domain_lower"": 0.2617906123704677, ""domain_upper"": 0.9725000000000001, ""lateral_factor_count"": 425, ""next_obstacle_start"": 5.092451095424309, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE029,2,1201,7199,6,"[{""bottleneck_center"": -0.5816708792358275, ""bottleneck_station"": 0.23629105384149085, ""bottleneck_width"": 0.9066582415283453, ""component_count"": 1, ""components"": [[-1.0350000000000001, -0.15]], ""domain_lower"": -1.0350000000000001, ""domain_upper"": -0.15, ""lateral_factor_count"": 776, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.5980031796252538, ""bottleneck_station"": 0.23629105384149085, ""bottleneck_width"": 0.4989936407494925, ""component_count"": 1, ""components"": [[0.34850635925050755, 0.8475]], ""domain_lower"": 0.34850635925050755, ""domain_upper"": 0.8475000000000001, ""lateral_factor_count"": 425, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE030,2,1204,9623,8,"[{""bottleneck_center"": -0.6326335543119221, ""bottleneck_station"": 0.16658793755480694, ""bottleneck_width"": 0.5297328913761558, ""component_count"": 1, ""components"": [[-0.8975000000000001, -0.3677671086238443]], ""domain_lower"": -0.8975000000000002, ""domain_upper"": -0.3677671086238443, ""lateral_factor_count"": 752, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.4837971560123111, ""bottleneck_station"": 0.16658793755480694, ""bottleneck_width"": 0.7524056879753778, ""component_count"": 1, ""components"": [[0.15, 0.86]], ""domain_lower"": 0.15, ""domain_upper"": 0.8600000000000001, ""lateral_factor_count"": 452, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE031,1,616,3689,6,"[{""bottleneck_center"": 0.5740575273305473, ""bottleneck_station"": 1.307760282823125, ""bottleneck_width"": 0.9968849453389059, ""component_count"": 1, ""components"": [[0.15, 1.0725000000000002]], ""domain_lower"": 0.15, ""domain_upper"": 1.0725000000000002, ""lateral_factor_count"": 616, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE032,1,2724,24504,9,"[{""bottleneck_center"": -0.647453019639309, ""bottleneck_station"": 0.4892137765069222, ""bottleneck_width"": 0.1250939607213819, ""component_count"": 1, ""components"": [[-0.66, -0.5849060392786181]], ""domain_lower"": -0.685, ""domain_upper"": -0.5849060392786181, ""lateral_factor_count"": 2724, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}]"
VALIDATION_SEEN_AFTER_V1,VUE033,2,1227,2452,2,"[{""bottleneck_center"": -0.5976939396083021, ""bottleneck_station"": 0.5286437346673445, ""bottleneck_width"": 0.249612120783396, ""component_count"": 1, ""components"": [[-0.6975, -0.472887879216604]], ""domain_lower"": -0.7225000000000001, ""domain_upper"": -0.472887879216604, ""lateral_factor_count"": 802, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.5162159749526561, ""bottleneck_station"": 0.5286437346673445, ""bottleneck_width"": 0.4875680500946877, ""component_count"": 1, ""components"": [[0.27243194990531233, 0.76]], ""domain_lower"": 0.27243194990531233, ""domain_upper"": 0.76, ""lateral_factor_count"": 425, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE034,2,1227,2452,2,"[{""bottleneck_center"": -0.5991753014029146, ""bottleneck_station"": 0.56926007462528, ""bottleneck_width"": 0.2466493971941709, ""component_count"": 1, ""components"": [[-0.6975, -0.47585060280582914]], ""domain_lower"": -0.7225000000000001, ""domain_upper"": -0.47585060280582914, ""lateral_factor_count"": 802, ""next_obstacle_start"": 4.213113922221176, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.4767653200075483, ""bottleneck_station"": 0.56926007462528, ""bottleneck_width"": 0.5664693599849034, ""component_count"": 1, ""components"": [[0.19353064001509657, 0.76]], ""domain_lower"": 0.19353064001509657, ""domain_upper"": 0.76, ""lateral_factor_count"": 425, ""next_obstacle_start"": 4.213113922221176, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE035,2,1314,2625,2,"[{""bottleneck_center"": -0.5883162518123899, ""bottleneck_station"": 0.5927245398867598, ""bottleneck_width"": 0.2433674963752202, ""component_count"": 1, ""components"": [[-0.71, -0.46663250362477976]], ""domain_lower"": -0.71, ""domain_upper"": -0.46663250362477976, ""lateral_factor_count"": 750, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.5175214202396966, ""bottleneck_station"": 0.5927245398867598, ""bottleneck_width"": 0.6349571595206068, ""component_count"": 1, ""components"": [[0.20004284047939322, 0.8099999999999999]], ""domain_lower"": 0.20004284047939322, ""domain_upper"": 0.8350000000000002, ""lateral_factor_count"": 564, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE036,2,1202,2401,2,"[{""bottleneck_center"": -0.7767263846314625, ""bottleneck_station"": 1.1358228921137155, ""bottleneck_width"": 0.4165472307370752, ""component_count"": 1, ""components"": [[-0.9850000000000001, -0.5684527692629249]], ""domain_lower"": -0.9850000000000001, ""domain_upper"": -0.5684527692629249, ""lateral_factor_count"": 750, ""next_obstacle_start"": 5.948817871007909, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.39678541352750646, ""bottleneck_station"": 1.1358228921137155, ""bottleneck_width"": 0.7764291729449871, ""component_count"": 1, ""components"": [[0.15, 0.785]], ""domain_lower"": 0.15, ""domain_upper"": 0.7850000000000001, ""lateral_factor_count"": 452, ""next_obstacle_start"": 5.948817871007909, ""side"": ""LEFT""}]"
VALIDATION_SEEN_AFTER_V1,VUE037,2,2248,31455,14,"[{""bottleneck_center"": -0.4137671115414368, ""bottleneck_station"": 0.44577263725004634, ""bottleneck_width"": 0.7674657769171264, ""component_count"": 1, ""components"": [[-0.7725, -0.15]], ""domain_lower"": -0.7975000000000001, ""domain_upper"": -0.15, ""lateral_factor_count"": 1277, ""next_obstacle_start"": Infinity, ""side"": ""RIGHT""}, {""bottleneck_center"": 0.9200345359461823, ""bottleneck_station"": 0.44577263725004634, ""bottleneck_width"": 0.3549309281076357, ""component_count"": 1, ""components"": [[0.7425690718923644, 1.0975000000000001]], ""domain_lower"": 0.7425690718923644, ""domain_upper"": 1.0975000000000001, ""lateral_factor_count"": 971, ""next_obstacle_start"": Infinity, ""side"": ""LEFT""}]"
