event_id,dataset_role,repeat,evaluation_wall_us,gqsc_generation_us,exact_validation_us,final_ranking_us,lifecycle_us,fallback_us,callback_total_us,pair_proxy_count,reconstruction_count,validator_count,outcome
SCE005,SUCCESS_CONTROL_SEEN,1,17901.038,8848.4349999999995,9009.2600000000002,8.8610000000000007,778.149,0,18685.295999999998,128,12,12,FRESH_SELECTED
SCE005,SUCCESS_CONTROL_SEEN,2,16328.237999999999,8118.2299999999996,8172.523000000001,7.6159999999999997,753.73199999999997,0,17084.666000000001,128,12,12,FRESH_SELECTED
SCE005,SUCCESS_CONTROL_SEEN,3,16446.058000000001,8120.994999999999,8285.6160000000018,8.5709999999999997,771.56100000000004,0,17220.299999999999,128,12,12,FRESH_SELECTED
SCE005,SUCCESS_CONTROL_SEEN,4,15815.473,7893.4009999999998,7885.4780000000001,7.4349999999999996,765.60799999999995,0,16583.522000000001,128,12,12,FRESH_SELECTED
SCE005,SUCCESS_CONTROL_SEEN,5,15909.359,7702.8710000000001,8164.152000000001,7.4710000000000001,749.80700000000002,0,16661.452000000001,128,12,12,FRESH_SELECTED
SCE005,SUCCESS_CONTROL_SEEN,6,16153.341,7916.9399999999996,8177.9710000000005,10.124000000000001,792.33299999999997,0,16948.599999999999,128,12,12,FRESH_SELECTED
SCE006,SUCCESS_CONTROL_SEEN,0,15616.736999999999,7598.9809999999989,7976.3790000000008,6.9859999999999998,442.29599999999999,0,16061.636,128,12,12,FRESH_SELECTED
SCE006,SUCCESS_CONTROL_SEEN,1,14862.091,7223.7340000000004,7597.8860000000004,6.9889999999999999,453.26100000000002,0,15317.871999999999,128,12,12,FRESH_SELECTED
SCE006,SUCCESS_CONTROL_SEEN,2,15731.5,7418.2870000000003,8256.3379999999997,10.347,639.322,0,16374.370999999999,128,12,12,FRESH_SELECTED
SCE006,SUCCESS_CONTROL_SEEN,3,15451.727999999999,7587.4069999999992,7803.3510000000006,8.7959999999999994,614.82100000000003,0,16069.498,128,12,12,FRESH_SELECTED
SCE006,SUCCESS_CONTROL_SEEN,4,15287.245000000001,7462.753999999999,7782.996000000001,7.1500000000000004,446.91000000000003,0,15736.686,128,12,12,FRESH_SELECTED
SCE006,SUCCESS_CONTROL_SEEN,5,15059.522000000001,7258.6350000000002,7765.5269999999991,5.907,433.18099999999998,0,15494.684999999999,128,12,12,FRESH_SELECTED
SCE006,SUCCESS_CONTROL_SEEN,6,15906.195,8053.2649999999994,7811.3220000000001,7.5720000000000001,456.48000000000002,0,16365.393,128,12,12,FRESH_SELECTED
SCE007,SUCCESS_CONTROL_SEEN,0,13117.075999999999,7506.177999999999,5578.4520000000011,5.298,381.459,0,13500.985000000001,128,12,12,FRESH_SELECTED
SCE007,SUCCESS_CONTROL_SEEN,1,12355.838,6874.8670000000002,5440.058,6.9429999999999996,420.09100000000001,0,12778.789000000001,128,12,12,FRESH_SELECTED
SCE007,SUCCESS_CONTROL_SEEN,2,12946.257,7335.5069999999987,5574.6680000000006,6.2850000000000001,412.21899999999999,0,13360.933000000001,128,12,12,FRESH_SELECTED
SCE007,SUCCESS_CONTROL_SEEN,3,12723.296,7148.4029999999993,5540.9409999999998,5.2599999999999998,416.91000000000003,0,13142.147000000001,128,12,12,FRESH_SELECTED
SCE007,SUCCESS_CONTROL_SEEN,4,13251.761,7571.7800000000007,5647.7039999999997,5.4900000000000002,373.54300000000001,0,13627.853999999999,128,12,12,FRESH_SELECTED
SCE007,SUCCESS_CONTROL_SEEN,5,12750.812,7132.4200000000001,5583.79,5.1210000000000004,409.49099999999999,0,13162.822,128,12,12,FRESH_SELECTED
SCE007,SUCCESS_CONTROL_SEEN,6,13109.867,7337.9989999999998,5734.5700000000006,5.5060000000000002,383.02300000000002,0,13495.867,128,12,12,FRESH_SELECTED
SCE008,SUCCESS_CONTROL_SEEN,0,12812.710999999999,8032.5,4748.4660000000003,0.53400000000000003,0,36757.076999999997,49572.538,128,12,12,NO_SAFE_PATH
SCE008,SUCCESS_CONTROL_SEEN,1,14331.069,9366.8550000000014,4915.9969999999994,0.46100000000000002,0,35739.358,50072.487000000001,128,12,12,NO_SAFE_PATH
SCE008,SUCCESS_CONTROL_SEEN,2,12918.191000000001,8013.9820000000018,4875.155999999999,0.36499999999999999,0,36387.790000000001,49308.063000000002,128,12,12,NO_SAFE_PATH
